StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Informed Consent,Role Clarity 1,Role Clarity 2,Role Clarity 3,Role Clarity 4,Role Clarity 5,Level of Engagement 1,Level of Engagement 2,Level of Engagement 3,Level of Engagement 4,Level of Engagement 5,Level of Engagement 6,Level of Engagement 7,Level of Engagement 8,Attention Check,Level of Engagement 9,Turnover Intention 1,Turnover Intention 2,Turnover Intention 3,Turnover Intention 4,Turnover Intention 5,Office Location,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Degree of Burnout 1,Degree of Burnout 2,Degree of Burnout 3,Degree of Burnout 4,Degree of Burnout 5,Degree of Burnout 6,Degree of Burnout 7,Degree of Burnout 8,Degree of Burnout 9,Worker Wellbeing 1,Worker Wellbeing 2,Worker Wellbeing 3,Worker Wellbeing 4,Worker Wellbeing 5,Worker Wellbeing 6,Worker Wellbeing 7,Worker Wellbeing 8,Manager Support 1,Manager Support 2,Manager Support 3,Manager Support 4,Manager Support 5,Manager Support 6,Manager Support 7,Manager Support 8,Manager Support 9,Manager Support 10,Year Born,Gender,Ethnicity,V8_1,V8_2,V8_3,V8_4,V8_5
7/13/22 14:33,7/13/22 14:41,0,47.197.100.407,100,488,1,7/13/22 14:41,R_1gITBibafnV59fW,,,,,32.7566,-97.7906,anonymous,EN,1,strongly disagree,slightly agree,strongly disagree,disagree,strongly disagree,1,7,2,4,7,7,7,4,12,1,4,1,7,4,6,2,,,,,,,,,,4,2,1,3,6,3,6,7,2,5,4,4,2,5,7,6,1,4,1,4,3,4,2,3,7,3,1,1992,Non-Binary,7,7,7,7,7,7
7/13/22 14:16,7/13/22 15:03,0,47.197.100.408,100,2848,1,7/13/22 15:03,R_1z6va4011nuazex,,,,,28.1412,-82.5931,anonymous,EN,1,strongly agree,slightly disagree,strongly disagree,agree,disagree,6,1,1,1,7,3,6,7,12,1,3,5,5,2,7,2,,,,,,,,,,6,1,5,2,4,3,5,3,4,3,5,4,2,6,5,3,1,3,1,7,6,2,5,7,4,6,4,2002,Female,2,7,7,7,7,7
7/13/22 14:33,7/13/22 15:38,0,47.197.100.409,100,3908,1,7/13/22 15:38,R_3Eh6z03pA0yhb2R,,,,,28.2137,-82.6809,anonymous,EN,1,strongly disagree,neutral,strongly agree,slightly agree,neutral,1,6,3,3,2,5,3,7,12,2,3,1,3,2,6,2,,,,,,,,,,6,1,5,4,5,7,3,5,7,1,7,2,4,3,4,7,4,6,7,3,2,5,6,2,6,6,1,2002,Non-Binary,1,7,7,7,7,7
7/13/22 15:31,7/13/22 15:40,0,47.197.100.410,100,553,1,7/13/22 15:40,R_2Y3w8h6O4Bqr2MJ,,,,,32.0563,-81.05,anonymous,EN,1,agree,strongly agree,neutral,strongly agree,disagree,5,1,6,4,5,1,1,2,12,1,6,6,4,3,1,2,,,,,,,,,,2,1,7,3,2,2,1,3,2,4,7,7,7,6,5,4,1,6,7,1,2,5,2,2,7,1,5,1983,Female,3,7,6,7,7,7
7/13/22 15:38,7/13/22 15:41,0,47.197.100.411,100,171,1,7/13/22 15:41,R_wS6F2SIIsGZsbDP,,,,,37.2849,-80.0701,anonymous,EN,1,strongly agree,slightly disagree,strongly agree,strongly disagree,neutral,3,4,1,3,5,5,1,4,12,6,6,6,1,5,3,2,,,,,,,,,,5,2,3,2,1,6,4,5,7,1,2,7,4,7,2,1,5,7,1,5,3,2,6,3,1,3,5,1988,Non-Binary,2,6,6,6,6,6
7/13/22 15:44,7/13/22 15:50,0,47.197.100.412,100,337,1,7/13/22 15:50,R_1QtHUzxXc6Xyand,,,,,43.0729,-70.8052,anonymous,EN,1,slightly disagree,strongly disagree,disagree,neutral,slightly disagree,7,1,4,5,6,5,7,6,12,6,2,7,3,4,1,2,,,,,,,,,,4,1,1,2,6,1,7,5,1,2,5,6,2,5,7,3,4,4,2,7,3,6,7,4,1,5,2,1992,Female,7,7,7,7,7,7
7/13/22 15:46,7/13/22 15:51,0,47.197.100.413,100,284,1,7/13/22 15:51,R_3iJ7nAEMWZZcGFn,,,,,25.8962,-80.1541,anonymous,EN,1,strongly disagree,strongly disagree,agree,disagree,agree,5,7,4,5,4,4,5,3,12,7,5,5,1,1,3,2,,,,,,,,,,5,5,3,1,2,7,7,5,6,3,3,1,4,1,6,2,2,3,5,6,4,1,2,6,3,7,3,1995,Non-Binary,7,7,7,7,7,7
7/13/22 16:00,7/13/22 16:06,0,47.197.100.414,100,355,1,7/13/22 16:06,R_2YCZLn2FHtk3PIk,,,,,37.1222,-80.5474,anonymous,EN,1,neutral,strongly agree,strongly disagree,strongly agree,disagree,7,2,6,6,3,6,7,1,12,6,2,6,7,2,4,2,,,,,,,,,,6,3,5,3,2,3,6,4,4,7,3,1,4,5,4,7,1,6,5,4,4,1,4,5,3,7,3,1989,Female,4,7,7,7,7,7
7/13/22 16:18,7/13/22 16:25,0,47.197.100.415,100,433,1,7/13/22 16:25,R_1i2QhQcv6BpSfzV,,,,,27.7963,-82.6325,anonymous,EN,1,strongly disagree,strongly agree,agree,strongly agree,slightly disagree,3,3,5,4,7,4,5,2,12,6,1,2,3,5,3,2,,,,,,,,,,1,4,3,4,6,4,6,5,5,3,1,5,3,3,7,3,1,5,6,2,4,6,1,1,7,6,2,1986,Female,3,7,7,7,7,7
7/13/22 16:23,7/13/22 16:29,0,47.197.100.416,100,356,1,7/13/22 16:29,R_XZDmWSO0KtvWtW1,,,,,28.1412,-82.5931,anonymous,EN,1,agree,disagree,disagree,slightly disagree,disagree,7,4,1,6,3,7,3,2,12,3,4,5,7,6,3,2,,,,,,,,,,5,4,6,5,2,6,2,2,5,7,6,3,4,1,5,3,6,7,6,1,4,3,7,7,5,3,5,1985,Non-Binary,1,7,7,7,7,7
7/13/22 16:29,7/13/22 16:38,0,47.197.100.417,100,556,1,7/13/22 16:38,R_2RVSDCIQxtMQ8hH,,,,,32.9103,-96.7283,anonymous,EN,1,disagree,agree,strongly disagree,neutral,agree,4,6,7,4,6,2,5,1,12,6,4,4,7,3,5,2,,,,,,,,,,2,6,1,6,1,1,6,4,3,3,5,5,3,6,6,4,2,5,3,5,7,2,7,7,3,1,5,1985,Non-Binary,5,7,7,7,5,6
7/13/22 16:28,7/13/22 16:40,0,47.197.100.418,100,766,1,7/13/22 16:40,R_3rNc1EdFQU0G9Yh,,,,,28.0475,-82.6148,anonymous,EN,1,strongly agree,disagree,slightly agree,agree,strongly disagree,2,6,2,6,4,5,2,1,12,3,5,7,5,7,2,2,,,,,,,,,,4,4,3,2,4,7,1,4,5,5,6,6,1,1,7,5,3,6,6,3,1,3,1,7,2,6,3,1983,Male,7,7,7,7,7,7
7/13/22 16:38,7/13/22 16:47,0,47.197.100.419,100,521,1,7/13/22 16:47,R_u8QtQCaXhUCLWsF,,,,,25.9562,-80.1828,anonymous,EN,1,strongly agree,agree,strongly disagree,neutral,slightly agree,2,3,5,5,6,4,2,4,12,3,1,4,1,6,1,2,,,,,,,,,,6,3,2,7,1,6,4,7,6,5,5,1,1,6,3,1,7,7,7,2,6,4,2,3,1,5,4,1995,Male,2,7,7,7,7,7
7/13/22 17:00,7/13/22 17:05,0,47.197.100.420,100,336,1,7/13/22 17:05,R_3maZamFUyB5B9M8,,,,,28.2475,-82.4943,anonymous,EN,1,neutral,disagree,disagree,strongly disagree,disagree,5,3,1,5,3,1,2,7,12,6,5,6,2,5,6,2,,,,,,,,,,7,1,5,3,7,7,5,2,1,7,7,7,2,3,4,7,2,2,3,7,3,4,6,6,3,2,7,1986,Male,6,7,7,7,7,7
7/13/22 17:01,7/13/22 17:07,0,47.197.100.421,100,333,1,7/13/22 17:07,R_3hEex6VGy2GQJ9u,,,,,45.0546,-93.2566,anonymous,EN,1,agree,agree,slightly agree,slightly agree,agree,3,6,5,3,2,7,6,4,12,5,5,3,2,3,1,2,,,,,,,,,,5,7,1,2,7,3,1,3,7,2,6,2,7,7,7,7,1,7,7,7,2,7,4,7,7,5,2,1996,Non-Binary,5,7,7,7,7,7
7/13/22 17:02,7/13/22 17:14,0,47.197.100.422,100,757,1,7/13/22 17:14,R_6LkXYtFF7XiAUfv,,,,,27.9032,-82.2911,anonymous,EN,1,strongly disagree,strongly disagree,neutral,strongly disagree,slightly agree,4,5,1,3,2,1,3,3,12,1,6,1,2,3,7,2,,,,,,,,,,1,1,2,4,7,4,5,4,6,1,6,7,4,7,3,4,7,1,7,3,5,7,4,4,7,3,2,1990,Female,5,6,7,7,7,7
7/13/22 16:56,7/13/22 17:15,0,47.197.100.423,100,1152,1,7/13/22 17:15,R_1OUMLmciHMoc7Eo,,,,,38.8075,-94.9157,anonymous,EN,1,agree,strongly agree,slightly disagree,strongly disagree,strongly agree,5,4,3,7,5,4,2,7,12,5,1,3,3,3,6,2,,,,,,,,,,7,7,5,4,6,5,1,4,3,6,3,2,7,6,7,1,3,1,7,4,3,6,4,3,6,5,1,1996,Male,7,7,7,7,7,7
7/13/22 17:15,7/13/22 17:17,0,47.197.100.424,100,136,1,7/13/22 17:17,R_3CUw8IrZcYfrBmm,,,,,25.5559,-80.3468,anonymous,EN,1,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,7,6,1,4,5,7,1,4,12,1,5,7,5,3,4,2,,,,,,,,,,6,7,1,2,6,2,6,7,3,1,6,4,3,1,2,4,5,2,1,3,2,2,3,5,7,1,7,1988,Female,2,7,7,7,7,7
7/13/22 17:48,7/13/22 17:57,0,47.197.100.425,100,531,1,7/13/22 17:57,R_1qWC4cTboPrshnT,,,,,27.191,-80.2167,anonymous,EN,1,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,4,7,6,4,7,4,2,4,12,5,2,7,6,2,1,2,,,,,,,,,,3,2,5,2,1,4,2,7,7,2,3,3,2,1,4,1,3,7,7,4,6,5,7,7,1,3,1,1985,Non-Binary,2,7,7,7,7,7
7/13/22 12:31,7/13/22 18:05,0,47.197.100.426,100,20017,1,7/13/22 18:05,R_06OhFT9vbjxMRC9,,,,,28.5651,-82.3755,anonymous,EN,1,slightly agree,neutral,strongly agree,agree,neutral,7,6,1,5,7,4,7,7,12,1,3,5,3,5,4,2,,,,,,,,,,1,2,1,1,2,2,1,3,5,6,2,3,7,2,4,7,2,7,3,2,6,1,7,7,4,7,6,1994,Female,1,7,7,7,7,7
7/6/22 18:10,7/6/22 18:12,0,47.197.100.427,92,135,0,7/13/22 18:12,R_0uZgrTxAIyfVxgR,,,,,,,anonymous,EN,1,disagree,neutral,agree,slightly agree,strongly agree,7,4,4,6,2,2,2,7,12,4,7,3,7,7,1,2,,,,,,,,,,1,6,2,3,3,2,3,1,2,2,7,2,5,7,1,5,6,2,1,7,2,6,7,7,2,1,3,2000,Non-Binary,6,7,7,7,7,7
7/13/22 19:30,7/13/22 19:36,0,47.197.100.428,100,347,1,7/13/22 19:36,R_RXLTJP5VMzctiGl,,,,,33.9449,-117.3834,anonymous,EN,1,disagree,slightly disagree,strongly agree,slightly agree,strongly disagree,5,5,1,3,7,6,5,7,12,4,7,6,2,5,3,2,,,,,,,,,,1,2,7,3,3,3,1,2,2,3,1,1,4,7,6,3,6,4,7,1,2,7,2,2,4,3,5,1987,Female,4,7,7,7,7,7
7/13/22 19:45,7/13/22 19:46,0,47.197.100.429,100,53,1,7/13/22 19:46,R_1jUhfL6Jj1YmK6C,,,,,25.8132,-80.1862,anonymous,EN,1,agree,agree,slightly disagree,disagree,strongly disagree,1,1,6,3,4,4,3,3,12,6,5,1,2,3,3,2,,,,,,,,,,1,4,5,6,7,4,2,6,1,5,1,7,6,2,4,6,7,2,6,3,3,5,4,3,3,2,6,1993,Male,6,,,,,
7/13/22 19:39,7/13/22 19:51,0,47.197.100.430,100,703,1,7/13/22 19:51,R_2uro2yA9WehYCLE,,,,,38.9507,-94.6824,anonymous,EN,1,slightly agree,slightly agree,agree,neutral,agree,6,4,2,3,5,4,1,2,12,2,6,4,1,3,2,2,,,,,,,,,,5,2,3,5,1,5,7,4,7,5,2,7,3,2,7,2,5,2,4,7,3,1,3,4,4,6,7,1995,Non-Binary,2,7,7,7,7,7
7/13/22 19:53,7/13/22 20:29,0,47.197.100.431,100,2162,1,7/13/22 20:29,R_3Ra6oQxhIEwUY57,,,,,27.8672,-82.3503,anonymous,EN,1,neutral,slightly disagree,neutral,disagree,agree,3,2,3,1,5,6,4,2,12,2,3,5,3,4,4,2,,,,,,,,,,3,5,1,1,6,3,1,6,5,2,4,2,4,1,5,5,3,7,2,3,5,2,6,1,7,3,3,1988,Female,4,6,6,7,6,6
7/6/22 15:47,7/6/22 21:00,0,47.197.100.432,82,18790,0,7/13/22 21:00,R_1nVDpyqYSF8MBo8,,,,,,,anonymous,EN,1,slightly agree,neutral,disagree,disagree,agree,4,6,2,6,4,4,1,2,12,5,4,3,3,1,7,2,,,,,,,,,,6,1,5,4,5,1,4,7,1,1,2,6,4,5,2,1,5,7,3,2,3,5,3,5,5,7,7,2000,Non-Binary,3,7,7,6,7,7
7/13/22 20:54,7/13/22 21:02,0,47.197.100.433,100,464,1,7/13/22 21:02,R_2qDDvS8l5xLLblE,,,,,39.7388,-104.9868,anonymous,EN,1,strongly agree,slightly disagree,neutral,strongly agree,agree,4,3,5,5,7,7,4,3,12,7,4,3,4,3,5,2,,,,,,,,,,5,2,2,2,3,2,2,3,3,3,1,4,1,5,1,5,2,2,4,5,2,3,7,4,7,6,1,1999,Female,6,7,7,7,7,7
7/13/22 16:25,7/13/22 21:02,0,47.197.100.434,100,16631,1,7/13/22 21:02,R_2R31z4m7pU5c7L9,,,,,33.9249,-117.4592,anonymous,EN,1,slightly disagree,agree,slightly agree,disagree,neutral,3,5,1,5,1,4,6,3,12,7,6,3,5,7,2,2,,,,,,,,,,1,6,5,1,3,5,1,7,1,7,6,4,5,2,2,4,5,4,5,5,5,7,5,7,1,5,2,1988,Non-Binary,3,7,7,7,7,7
7/13/22 20:59,7/13/22 21:03,0,47.197.100.435,100,214,1,7/13/22 21:03,R_bKIb9cjYoU4BgK5,,,,,34.1091,-117.7126,anonymous,EN,1,slightly disagree,strongly disagree,strongly disagree,disagree,slightly disagree,7,3,1,2,4,3,4,6,12,2,7,3,5,1,5,2,,,,,,,,,,7,4,7,2,4,1,4,7,3,2,4,2,6,6,1,3,3,7,4,3,5,2,3,6,2,5,3,1994,Male,1,4,4,4,4,4
7/13/22 21:14,7/13/22 21:20,0,47.197.100.436,100,374,1,7/13/22 21:20,R_yjX95RpHeKCpgCR,,,,,33.0176,-96.9926,anonymous,EN,1,disagree,slightly agree,strongly disagree,strongly disagree,disagree,5,4,5,1,1,4,6,1,12,7,2,6,4,6,4,2,,,,,,,,,,7,6,6,1,1,4,7,1,7,3,5,7,6,2,6,5,5,7,6,3,4,5,3,2,3,6,6,1987,Male,4,7,7,7,7,7
7/13/22 21:31,7/13/22 21:35,0,47.197.100.437,100,258,1,7/13/22 21:35,R_sF48uFpRgVXz1Dj,,,,,25.8532,-80.1797,anonymous,EN,1,strongly disagree,strongly disagree,neutral,strongly agree,slightly agree,2,5,2,1,5,2,3,5,12,4,6,3,5,3,6,2,,,,,,,,,,1,1,4,7,5,3,1,1,7,3,6,7,1,4,4,3,7,2,6,3,1,5,1,1,2,6,1,1985,Male,7,7,7,7,7,7
7/13/22 21:51,7/13/22 21:54,0,47.197.100.438,100,182,1,7/13/22 21:54,R_3KvmrEXM9Hwf12d,,,,,30.0043,-95.1747,anonymous,EN,1,slightly agree,strongly disagree,agree,slightly disagree,slightly disagree,3,7,5,2,5,6,1,4,12,6,5,6,1,5,1,2,,,,,,,,,,1,7,3,5,7,1,2,6,4,5,4,4,5,5,3,5,5,3,7,2,1,6,3,1,1,2,1,1992,Non-Binary,5,2,2,2,2,2
7/13/22 21:51,7/13/22 22:05,0,47.197.100.439,100,857,1,7/13/22 22:05,R_RfA1frenQfxX02J,,,,,30.0409,-95.5302,anonymous,EN,1,agree,neutral,agree,slightly agree,strongly agree,6,3,1,5,4,7,2,1,12,2,7,5,4,5,6,2,,,,,,,,,,1,1,2,3,3,7,7,2,1,5,3,3,3,2,6,4,6,2,2,5,7,2,3,2,6,3,6,1985,Male,4,7,7,7,7,7
7/13/22 22:03,7/13/22 22:12,0,47.197.100.440,100,541,1,7/13/22 22:12,R_1InKc9suUOhnRvR,,,,,39.6562,-104.7866,anonymous,EN,1,strongly agree,agree,slightly disagree,slightly disagree,neutral,7,3,7,7,5,1,1,5,12,2,5,1,7,4,5,2,,,,,,,,,,1,2,5,3,7,6,5,3,4,3,1,1,7,3,5,4,2,5,5,5,6,7,6,5,5,1,7,1997,Non-Binary,6,7,7,7,7,7
7/14/22 1:54,7/14/22 2:00,0,47.197.100.441,100,340,1,7/14/22 2:00,R_8ijzujqwl5Uv8SB,,,,,27.4843,-82.5813,anonymous,EN,1,strongly agree,slightly agree,slightly agree,agree,slightly disagree,5,5,6,4,6,5,6,1,12,5,5,5,5,1,2,2,,,,,,,,,,5,5,2,6,7,6,3,3,5,2,1,6,7,6,2,1,4,2,7,7,7,3,2,5,7,4,7,1999,Male,1,7,7,7,7,7
7/14/22 3:59,7/14/22 3:59,0,47.197.100.442,100,13,1,7/14/22 3:59,R_2EddH1KGJP6t6dK,,,,,28.0109,-82.4948,anonymous,EN,1,slightly agree,strongly disagree,neutral,disagree,agree,5,6,5,7,7,4,4,4,12,2,3,7,7,3,2,2,,,,,,,,,,7,2,7,4,7,7,4,5,7,7,4,2,3,7,5,3,2,6,6,3,6,5,5,7,4,6,1,2002,Female,5,,,,,
7/6/22 11:35,7/7/22 4:29,0,47.197.100.443,67,60832,0,7/14/22 4:29,R_2bUm6szXVR13qcX,,,,,,,anonymous,EN,1,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,3,2,6,3,4,4,2,3,12,1,3,4,1,2,5,2,,,,,,,,,,5,2,4,3,4,7,1,3,3,1,1,6,6,5,5,5,6,7,5,7,5,2,6,4,4,3,3,2001,Female,1,7,7,7,7,7
7/14/22 4:52,7/14/22 4:57,0,47.197.100.444,100,315,1,7/14/22 4:57,R_3Etekmt7GCwcnG1,,,,,26.2729,-80.26,anonymous,EN,1,neutral,disagree,neutral,agree,neutral,7,5,6,5,2,5,3,5,12,7,3,3,4,1,2,2,,,,,,,,,,7,7,1,7,4,7,4,7,5,6,3,6,2,4,4,1,5,5,7,2,6,3,7,1,3,2,7,1986,Male,2,7,7,7,7,7
7/14/22 5:17,7/14/22 5:22,0,47.197.100.445,100,275,1,7/14/22 5:22,R_1hWGSko2ZLdWlP0,,,,,36.0048,-86.7886,anonymous,EN,1,slightly agree,slightly disagree,agree,neutral,disagree,5,3,4,4,3,7,2,5,12,6,6,4,7,5,5,2,,,,,,,,,,3,4,6,5,4,4,5,1,6,2,1,2,7,4,4,1,6,6,1,7,7,2,4,1,7,1,2,1989,Male,4,7,7,7,7,7
7/14/22 5:17,7/14/22 5:23,0,47.197.100.446,100,318,1,7/14/22 5:23,R_1IS3FfAc6mwI3KQ,,,,,28.2137,-82.6809,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,7,4,7,1,6,1,7,1,5,4,2,4,1,6,6,1,3,3,1998,Male,6,7,7,7,7,7
7/14/22 6:47,7/14/22 6:52,0,47.197.100.447,100,330,1,7/14/22 6:52,R_30hKYn2iUQfLRhj,,,,,39.4436,-104.8536,anonymous,EN,1,strongly disagree,agree,strongly disagree,strongly disagree,slightly agree,1,1,6,3,4,3,2,5,12,3,7,4,1,3,4,2,,,,,,,,,,5,5,7,7,7,3,2,2,6,2,6,5,6,1,6,2,7,7,5,3,1,3,5,6,4,1,5,1984,Male,3,7,7,7,7,7
7/14/22 5:01,7/14/22 7:24,0,47.197.100.448,100,8571,1,7/14/22 7:24,R_3PLyrv2OtMZXtYZ,,,,,29.1995,-82.0858,anonymous,EN,1,slightly disagree,neutral,strongly agree,neutral,slightly disagree,4,4,1,5,3,4,6,2,12,1,1,1,3,5,2,2,,,,,,,,,,5,2,2,4,4,5,7,4,1,6,3,2,5,6,2,3,5,7,5,3,2,7,1,2,3,7,7,1990,Female,6,7,7,7,7,7
7/14/22 8:25,7/14/22 8:44,0,47.197.100.449,100,1145,1,7/14/22 8:44,R_2zRPab4wtjm0AOy,,,,,36.1789,-86.8035,anonymous,EN,1,strongly agree,strongly agree,slightly agree,strongly agree,slightly agree,3,7,2,3,1,7,3,1,12,5,1,7,3,6,2,2,,,,,,,,,,7,4,1,5,1,4,4,7,1,5,3,3,5,1,7,1,6,6,3,5,1,1,7,2,6,3,6,1990,Non-Binary,3,6,6,6,6,6
7/14/22 9:47,7/14/22 9:53,0,47.197.100.450,100,357,1,7/14/22 9:53,R_3p2Lb7zUELmosZo,,,,,36.1085,-86.7738,anonymous,EN,1,strongly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,4,1,4,4,3,3,2,7,12,5,4,4,7,1,3,2,,,,,,,,,,5,2,2,2,1,3,1,4,1,3,4,1,6,6,2,7,1,3,3,7,2,7,4,4,5,6,4,1985,Non-Binary,1,7,7,7,7,7
7/14/22 9:54,7/14/22 10:02,0,47.197.100.451,100,432,1,7/14/22 10:02,R_3MMCQ7sGm281JsR,,,,,32.8545,-97.1359,anonymous,EN,1,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly agree,4,4,7,6,3,1,3,3,12,6,2,7,7,1,2,2,,,,,,,,,,3,3,6,3,7,1,5,7,7,1,4,6,7,6,7,1,1,1,6,7,7,7,3,3,7,6,7,1996,Non-Binary,1,7,7,7,7,7
7/14/22 11:38,7/14/22 11:41,0,47.197.100.452,100,176,1,7/14/22 11:41,R_3nqmq5mu1LawhI1,,,,,25.9562,-80.1828,anonymous,EN,1,strongly disagree,slightly disagree,strongly agree,slightly agree,strongly agree,1,5,7,7,4,6,6,3,12,2,4,4,5,3,2,2,,,,,,,,,,3,5,6,6,5,1,4,7,6,1,7,3,1,3,2,1,4,1,1,4,4,4,1,3,5,4,6,1996,Female,7,6,6,6,6,6
7/14/22 11:35,7/14/22 11:42,0,47.197.100.453,100,421,1,7/14/22 11:42,R_3nH2HR4WVNTMo8O,,,,,36.129,-115.2765,anonymous,EN,1,strongly disagree,agree,slightly disagree,strongly disagree,strongly disagree,4,6,2,7,7,2,1,2,12,5,5,6,6,7,2,2,,,,,,,,,,5,3,6,7,2,7,1,6,5,7,4,6,7,5,3,7,3,4,7,4,7,6,4,4,5,3,3,1991,Non-Binary,6,7,7,7,7,7
7/14/22 12:03,7/14/22 12:07,0,47.197.100.454,100,223,1,7/14/22 12:07,R_1Qt2ZRWRnxigRTE,,,,,28.6344,-81.6221,anonymous,EN,1,neutral,agree,slightly agree,slightly agree,neutral,6,5,6,3,2,1,4,5,12,6,5,5,5,6,5,2,,,,,,,,,,2,6,1,6,1,6,4,3,6,1,1,2,3,7,1,2,4,5,4,3,6,7,3,6,3,3,4,2000,Non-Binary,5,7,7,7,7,7
7/14/22 12:07,7/14/22 12:11,0,47.197.100.455,100,227,1,7/14/22 12:11,R_OBE3cjxZlWrFMbL,,,,,28.0109,-82.4948,anonymous,EN,1,slightly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,1,7,7,6,5,6,5,2,12,6,5,6,2,1,6,2,,,,,,,,,,7,7,1,2,4,7,5,4,5,2,7,3,6,6,1,3,7,5,1,2,6,2,3,5,3,6,5,1996,Non-Binary,1,7,7,7,7,7
7/14/22 12:05,7/14/22 12:11,0,47.197.100.456,100,384,1,7/14/22 12:11,R_2q98mUIyHTtJJay,,,,,39.7388,-104.9868,anonymous,EN,1,strongly disagree,strongly agree,neutral,slightly disagree,agree,1,5,5,2,7,5,6,3,12,7,3,7,7,5,1,2,,,,,,,,,,1,2,1,5,6,2,3,3,3,6,7,4,2,4,5,2,5,3,3,7,3,3,5,2,1,1,1,2002,Male,6,7,7,7,7,7
7/14/22 12:15,7/14/22 12:19,0,47.197.100.457,100,236,1,7/14/22 12:19,R_1dtXoMxDjhwJg1P,,,,,33.8621,-84.4198,anonymous,EN,1,disagree,agree,strongly disagree,neutral,neutral,6,2,7,2,3,7,1,3,12,5,2,4,3,4,2,2,,,,,,,,,,5,4,3,3,2,3,3,6,2,7,5,5,7,5,5,1,1,3,3,3,6,2,4,2,7,3,3,1987,Non-Binary,3,7,7,7,7,7
7/14/22 12:22,7/14/22 12:28,0,47.197.100.458,100,328,1,7/14/22 12:28,R_1JFTy7NIG6jP98u,,,,,28.2137,-82.6809,anonymous,EN,1,agree,slightly agree,disagree,agree,agree,2,4,5,6,3,1,1,4,12,3,7,1,7,2,7,2,,,,,,,,,,2,4,4,1,7,4,7,2,3,4,2,2,5,3,1,7,6,1,4,4,5,2,6,7,5,4,3,1983,Male,3,7,7,7,7,7
7/14/22 13:45,7/14/22 13:52,0,47.197.100.459,100,372,1,7/14/22 13:52,R_3iKDkKOrRR9yBqq,,,,,30.223,-81.7595,anonymous,EN,1,slightly disagree,strongly agree,neutral,strongly agree,disagree,7,6,4,7,2,3,6,1,12,1,7,2,1,2,2,2,,,,,,,,,,2,3,7,4,1,4,3,5,6,5,7,6,5,5,7,4,3,5,6,3,5,3,5,5,7,5,4,2002,Male,3,7,7,7,7,7
7/14/22 13:40,7/14/22 14:10,0,47.197.100.460,100,1797,1,7/14/22 14:10,R_3QFySNOWpj0VzJx,,,,,39.7388,-104.9868,anonymous,EN,1,strongly disagree,strongly agree,agree,disagree,strongly disagree,3,2,3,3,5,5,7,2,12,5,5,7,7,4,2,2,,,,,,,,,,1,5,6,2,4,2,2,7,5,6,7,6,7,3,4,3,3,1,6,4,2,1,5,4,1,1,7,1994,Female,3,7,7,7,7,7
7/14/22 15:17,7/14/22 15:23,0,47.197.100.461,100,341,1,7/14/22 15:23,R_3kGoRO9IcVKW691,,,,,33.7196,-78.9754,anonymous,EN,1,strongly disagree,slightly agree,disagree,slightly agree,agree,6,4,3,2,6,2,3,6,12,7,3,2,6,2,5,2,,,,,,,,,,5,3,1,6,7,5,6,7,7,3,5,2,1,3,5,4,3,1,5,2,7,2,7,1,4,3,4,2001,Non-Binary,3,7,7,7,7,7
7/14/22 15:31,7/14/22 15:48,0,47.197.100.462,100,974,1,7/14/22 15:48,R_1oklyIzsJ3EgNYZ,,,,,28.5436,-81.3738,anonymous,EN,1,strongly agree,disagree,slightly disagree,strongly disagree,strongly agree,4,2,4,7,3,1,6,3,12,1,3,6,6,2,6,2,,,,,,,,,,5,6,3,3,3,5,4,4,6,1,6,6,3,4,3,3,2,2,1,7,6,4,2,5,7,7,4,1988,Non-Binary,7,7,7,7,7,7
7/14/22 15:59,7/14/22 16:00,0,47.197.100.463,100,55,1,7/14/22 16:00,R_2dEY0YB0c65xBpT,,,,,30.0043,-95.1747,anonymous,EN,1,neutral,slightly agree,strongly disagree,strongly disagree,strongly disagree,5,7,2,4,2,5,3,5,12,7,1,6,1,3,4,2,,,,,,,,,,6,5,1,3,2,3,6,3,2,4,2,7,5,4,7,7,1,3,5,4,5,3,5,7,3,6,5,1994,Male,7,,,,,
7/14/22 16:39,7/14/22 16:42,0,47.197.100.464,100,200,1,7/14/22 16:42,R_1ltwIvWSCuRNzj5,,,,,28.5436,-81.3738,anonymous,EN,1,slightly agree,strongly disagree,strongly agree,slightly agree,disagree,4,1,2,7,6,4,5,1,12,3,5,2,4,6,5,2,,,,,,,,,,2,7,4,5,7,2,4,5,5,3,5,6,7,6,6,5,7,4,3,1,3,2,7,6,2,7,1,1994,Male,6,7,7,7,7,7
