"salary","satisfaction_level","average_monthly_hours"
"low",0.99,240
"low",0.64,266
"low",0.54,153
"low",0.79,187
"low",0.55,185
"low",0.18,147
"low",0.56,188
"low",0.92,252
"low",0.99,163
"low",0.77,189
"low",0.49,156
"low",0.98,183
"low",0.18,209
"low",0.8,271
"low",0.81,251
"medium",0.13,198
"medium",0.58,274
"medium",0.75,209
"medium",0.8,271
"medium",0.78,143
"medium",0.92,236
"medium",0.85,222
"medium",0.52,233
"medium",0.95,270
"medium",0.81,258
"medium",0.16,202
"medium",0.91,150
"high",0.62,193
"low",0.24,210
"medium",0.88,208
"medium",0.94,196
"medium",0.76,187
"medium",0.49,140
"low",0.93,256
"low",0.92,113
"low",0.19,196
"low",0.66,170
"low",0.16,261
"low",0.83,132
"low",0.69,153
"low",0.82,147
"low",0.88,244
"low",0.31,108
"low",0.83,218
"low",0.94,133
"low",0.65,233
"low",0.6,147
"low",0.52,176
"low",0.66,169
"low",0.87,144
"low",0.2,151
"medium",0.63,252
"medium",0.69,180
"medium",0.48,251
"medium",0.8,263
"medium",0.89,260
"medium",0.67,227
"medium",0.37,260
"medium",0.93,158
"medium",0.69,186
"medium",0.16,171
"medium",0.81,199
"medium",0.97,258
"high",0.77,273
"low",0.75,259
"medium",0.88,265
"medium",0.43,168
"medium",0.99,163
"medium",0.59,265
"low",0.89,190
"low",0.54,157
"low",0.32,266
"low",0.17,240
"low",0.78,143
"low",0.73,121
"low",0.65,170
"low",0.8,161
"low",0.61,239
"low",0.67,224
"low",0.63,242
"low",0.51,140
"low",0.82,170
"low",0.79,156
"low",0.49,113
"low",0.7,138
"low",0.13,137
"low",0.83,217
"low",0.83,155
"low",0.19,280
"low",0.8,248
"medium",0.49,190
"medium",0.92,176
"medium",0.81,217
"medium",0.62,269
"medium",0.21,238
"medium",0.95,243
"medium",0.51,198
"medium",0.52,188
"medium",0.64,257
"medium",0.62,268
"medium",0.73,233
"medium",0.32,214
"high",0.78,285
"low",0.65,224
"medium",0.56,224
"medium",0.96,142
"medium",0.79,220
"medium",0.66,244
"low",0.67,171
"low",0.86,274
"low",0.57,214
"low",0.86,171
"low",0.52,150
"low",0.73,260
"low",0.78,259
"low",0.95,153
"low",0.75,263
"low",0.83,149
"low",0.48,261
"low",0.3,189
"low",0.72,237
"low",0.61,224
"low",0.31,240
"low",0.62,245
"low",0.48,268
"low",0.97,208
"low",0.61,153
"low",0.93,169
"low",0.89,218
"medium",0.95,155
"medium",0.36,155
"medium",0.29,105
"medium",0.65,251
"medium",0.72,219
"medium",0.51,198
"medium",0.54,158
"medium",0.66,157
"medium",0.59,178
"medium",0.45,145
"medium",0.15,230
"medium",0.95,174
"high",0.49,140
"low",0.68,174
"medium",0.7,173
"medium",0.9,203
"medium",0.94,170
"medium",0.8,203
"low",0.59,169
"low",0.43,109
"low",0.7,263
"low",0.51,185
"low",0.12,191
"low",0.14,259
"low",0.86,253
"low",0.97,216
"medium",1,264
"medium",0.49,181
"medium",0.9,209
"medium",0.82,239
"medium",0.59,197
"medium",0.97,150
"medium",0.69,164
"medium",0.73,216
"medium",0.48,271
"medium",0.94,176
"medium",0.74,156
"medium",0.65,143
"medium",0.93,233
"medium",0.57,138
"medium",0.9,259
"medium",0.55,169
"medium",0.59,172
"medium",0.72,156
"medium",0.87,140
"medium",0.86,212
"medium",0.61,269
"medium",0.45,111
"medium",0.51,198
"medium",0.87,263
"medium",0.29,191
"medium",0.57,188
"medium",0.69,252
"high",0.61,142
"high",0.96,247
"high",0.16,269
"high",0.96,244
"high",0.77,164
"high",0.85,232
"high",0.37,177
"high",0.68,173
"high",0.87,165
"high",0.95,225
"low",0.84,121
"low",0.44,219
"low",0.94,204
"low",0.85,235
"low",0.75,215
"low",0.76,243
"low",0.13,162
"low",0.6,262
"low",0.45,206
"low",0.49,125
"low",0.19,167
"low",0.68,218
"low",0.53,181
"low",1,269
"low",0.99,167
"medium",0.29,271
"medium",0.54,201
"medium",0.25,229
"medium",0.71,148
"medium",0.96,147
"medium",0.8,211
"medium",0.82,145
"medium",0.19,269
"medium",0.43,129
"medium",0.62,270
"medium",0.75,250
"medium",0.56,192
"high",0.88,233
"high",0.63,192
"high",0.75,247
"high",0.74,192
"high",0.55,178
"high",0.87,197
"high",0.13,264
"high",0.33,274
"low",0.89,147
"low",0.56,154
"low",0.95,224
"low",0.57,250
"low",0.72,179
"low",0.28,170
"low",0.54,118
"low",0.54,256
"medium",0.99,209
"medium",0.37,146
"medium",0.77,275
"medium",0.7,180
"medium",0.8,228
"medium",0.52,204
"medium",0.69,172
"medium",0.6,274
"medium",0.74,136
"medium",0.69,252
"medium",0.78,137
"medium",0.77,191
"medium",0.91,132
"medium",0.54,249
"medium",0.48,274
"medium",0.55,194
"medium",0.17,191
"medium",0.77,216
"medium",0.93,241
"medium",0.65,243
"medium",0.67,207
"medium",0.95,199
"medium",0.61,286
"high",0.57,132
"low",0.65,229
"medium",0.85,260
"medium",0.61,214
"medium",0.65,217
"medium",0.92,225
"medium",0.37,113
"medium",0.48,250
"medium",0.82,271
"medium",0.84,135
"medium",0.57,100
"medium",0.8,224
"low",0.49,134
"low",0.79,158
"low",0.48,183
"low",0.28,97
"low",0.47,226
"low",0.91,235
"low",0.75,186
"high",0.61,242
"low",0.47,284
"high",0.22,274
"high",0.5,130
"low",0.56,146
"low",0.84,207
"high",0.69,210
"low",0.53,143
"medium",0.17,116
"high",0.48,162
"medium",0.94,242
"medium",0.77,153
"medium",1,194
"medium",0.49,233
"high",0.93,283
"medium",0.38,188
"medium",0.6,182
"medium",0.5,286
"high",0.97,212
"medium",0.93,176
"high",0.5,264
"low",0.52,261
"medium",0.5,163
"medium",0.55,139
"medium",0.95,261
"medium",0.48,275
"low",0.51,132
"low",0.96,202
"low",0.97,177
"low",0.97,234
"low",0.71,188
"low",0.82,203
"low",0.57,227
"low",0.48,150
"low",0.71,267
"low",0.63,186
"high",0.99,142
"low",0.79,126
"low",0.65,201
"low",0.7,142
"low",0.99,167
"high",0.65,258
"low",0.92,207
"low",0.24,282
"low",0.39,188
"high",0.82,214
"low",0.78,272
"medium",0.62,259
"high",0.6,191
"medium",0.49,192
"high",0.82,164
"medium",0.48,149
"medium",0.69,149
"medium",0.4,165
"medium",0.72,222
"medium",0.75,222
"medium",0.5,265
"medium",0.78,247
"medium",0.76,147
"high",0.94,273
"low",0.24,144
"medium",0.99,181
"medium",0.67,198
"medium",0.76,255
"medium",0.76,169
"medium",0.55,201
"medium",0.74,274
"medium",0.81,134
"medium",0.98,190
"medium",0.98,170
"high",0.58,154
"low",0.18,142
"low",0.57,235
"low",0.7,110
"high",0.49,211
"medium",0.7,214
"medium",0.16,210
"medium",0.58,207
"medium",0.66,161
"medium",0.51,102
"medium",0.48,186
"low",0.56,211
"low",0.81,240
"low",0.57,237
"low",0.66,164
"low",0.22,222
"medium",0.96,205
"medium",0.87,140
"medium",0.61,103
"medium",0.66,178
"medium",0.9,137
"medium",0.64,143
"medium",0.76,170
"medium",0.97,135
"medium",0.69,174
"medium",0.98,166
"medium",0.18,174
"medium",0.62,251
"high",0.29,187
"low",0.87,170
"medium",0.91,241
"medium",0.53,221
"medium",0.69,257
"medium",0.14,275
"low",0.7,245
"low",0.77,246
"low",0.77,263
"low",0.76,133
"low",0.66,157
"low",0.5,198
"low",0.57,145
"low",0.97,118
"low",0.26,184
"low",0.72,243
"low",0.83,247
"low",0.55,158
"low",0.77,243
"low",0.24,203
"low",0.8,161
"low",0.5,214
"low",0.66,179
"low",0.66,188
"low",0.66,174
"low",0.96,177
"low",0.75,194
"medium",0.78,244
"medium",0.57,269
"medium",0.78,159
"medium",0.57,140
"medium",0.84,224
"medium",0.23,242
"medium",0.53,180
"medium",0.82,150
"medium",0.59,269
"medium",0.5,178
"medium",1,187
"medium",0.94,140
"high",0.86,193
"low",0.73,243
"medium",0.49,144
"medium",0.79,147
"medium",0.83,165
"medium",0.85,176
"low",0.65,170
"low",0.94,213
"low",0.76,242
"low",0.77,139
"low",0.77,239
"low",0.59,123
"low",0.69,185
"low",0.51,186
"low",0.8,178
"high",0.98,153
"high",0.69,185
"high",0.14,142
"high",0.95,221
"high",0.53,148
"high",0.64,258
"low",0.51,229
"low",0.36,111
"low",0.62,271
"low",0.98,133
"low",0.53,223
"low",0.8,272
"medium",0.73,233
"medium",0.82,162
"medium",0.62,165
"medium",0.87,242
"medium",0.43,124
"medium",0.57,163
"medium",0.91,144
"medium",0.75,149
"medium",0.76,217
"medium",0.85,139
"medium",0.56,270
"medium",0.86,177
"high",0.21,175
"low",0.94,151
"medium",0.98,185
"medium",0.42,227
"medium",0.98,218
"medium",1,167
"low",0.95,183
"low",0.95,259
"low",0.68,138
"low",0.64,122
"low",0.24,225
"low",0.37,121
"low",0.67,274
"low",0.86,153
"low",0.43,119
"low",0.67,141
"low",0.92,161
"low",0.43,186
"low",0.52,252
"low",0.16,182
"low",0.49,264
"low",0.37,167
"high",0.98,171
"high",0.33,130
"high",0.14,271
"high",0.54,249
"high",0.63,180
"high",0.55,220
"medium",0.84,210
"medium",0.51,258
"medium",0.15,150
"medium",0.97,259
"medium",0.67,231
"medium",0.48,220
"medium",0.69,149
"medium",0.6,238
"medium",0.82,209
"medium",0.86,149
"medium",0.69,264
"high",0.87,207
"low",0.17,239
"medium",0.94,239
"medium",0.5,258
"medium",0.16,203
"medium",0.89,258
"low",0.69,257
"low",0.5,134
"low",0.16,240
"low",0.75,237
"low",0.64,157
"low",0.78,275
"high",0.81,228
"high",0.55,254
"high",0.53,257
"high",0.69,231
"high",0.8,217
"high",0.77,286
"low",0.84,236
"low",0.64,215
"low",0.78,157
"low",0.67,149
"low",0.81,221
"low",0.91,238
"medium",0.75,250
"medium",0.78,202
"medium",0.54,173
"medium",0.77,250
"medium",0.89,270
"medium",0.16,232
"medium",0.77,260
"medium",0.69,232
"medium",0.61,134
"medium",0.59,189
"medium",0.58,113
"medium",0.88,264
"high",0.51,260
"low",0.31,132
"medium",0.52,168
"medium",0.57,186
"high",0.5,267
"high",0.74,180
"high",0.74,211
"high",0.82,268
"high",0.74,206
"high",0.2,113
"low",0.63,179
"low",0.19,157
"low",0.4,127
"low",0.71,179
"low",0.84,197
"low",0.59,251
"low",0.57,250
"low",0.81,176
"low",0.8,246
"low",0.49,155
"low",0.55,178
"low",0.68,213
"low",0.55,150
"low",0.59,166
"low",0.91,169
"low",0.48,208
"low",0.84,209
"medium",0.73,167
"medium",0.28,281
"medium",0.77,156
"medium",0.67,265
"medium",0.5,142
"medium",0.32,143
"medium",0.57,134
"medium",0.51,268
"medium",0.61,255
"medium",0.83,157
"medium",0.87,151
"medium",0.7,157
"high",0.78,139
"low",0.71,196
"medium",0.68,159
"medium",0.75,224
"medium",0.7,215
"medium",0.59,157
"low",0.64,157
"low",0.61,146
"low",0.77,286
"low",0.51,203
"low",0.49,168
"low",0.77,170
"low",0.31,266
"low",0.54,183
"low",0.56,264
"low",0.65,205
"low",0.49,192
"low",0.82,176
"low",0.6,183
"low",0.64,156
"low",0.7,150
"low",0.65,204
"low",0.69,131
"low",0.93,248
"low",0.55,168
"low",0.75,146
"low",0.47,246
"medium",0.72,216
"medium",0.59,203
"medium",0.98,199
"medium",0.39,102
"medium",0.93,139
"medium",0.71,208
"medium",0.49,215
"medium",0.63,233
"medium",0.45,169
"medium",0.77,190
"medium",0.77,236
"medium",0.5,266
"high",0.45,156
"low",0.81,153
"medium",0.83,175
"medium",0.47,174
"high",0.25,154
"high",0.89,251
"high",0.97,164
"high",0.6,225
"high",0.67,134
"high",0.89,144
"low",0.6,211
"low",0.64,139
"low",0.57,268
"low",0.56,171
"medium",0.6,260
"medium",0.17,224
"medium",0.74,233
"medium",0.44,125
"medium",0.51,233
"medium",0.86,162
"medium",0.96,198
"medium",0.87,198
"medium",0.58,243
"medium",0.24,281
"medium",0.42,259
"medium",0.65,184
"medium",0.73,189
"medium",0.63,258
"medium",0.95,225
"medium",0.52,145
"medium",0.96,164
"medium",0.66,254
"medium",0.98,154
"medium",0.56,248
"medium",0.97,154
"medium",0.72,242
"medium",0.74,194
"medium",0.2,261
"medium",0.73,245
"low",0.76,247
"low",0.65,147
"low",0.66,139
"low",0.96,137
"low",0.57,177
"low",0.61,184
"low",0.57,212
"low",0.59,159
"low",0.92,178
"low",0.79,149
"low",0.95,223
"high",0.24,263
"high",0.49,161
"high",0.49,192
"high",0.97,215
"high",0.55,261
"high",0.76,222
"low",0.53,223
"low",0.51,182
"low",0.57,204
"low",0.58,195
"low",0.6,146
"low",0.65,233
"low",0.91,147
"low",0.65,156
"low",0.18,240
"low",0.66,177
"medium",0.78,135
"medium",0.82,178
"medium",0.54,190
"medium",0.95,240
"medium",0.65,172
"medium",0.83,271
"medium",0.15,188
"medium",0.59,197
"medium",0.99,151
"medium",0.76,263
"medium",0.64,223
"medium",0.95,151
"high",0.53,191
"high",0.59,162
"high",0.69,195
"high",0.5,222
"high",0.89,179
"high",0.56,106
"high",0.77,214
"high",0.15,259
"low",0.88,145
"low",0.89,153
"low",0.65,117
"low",0.58,207
"low",0.56,265
"low",0.25,279
"low",0.87,225
"low",0.62,158
"medium",0.72,211
"medium",0.49,175
"medium",0.57,224
"medium",0.63,190
"medium",0.91,240
"medium",0.7,225
"medium",0.66,192
"medium",0.77,262
"medium",0.68,250
"medium",0.34,155
"medium",0.97,238
"medium",0.57,249
"medium",0.66,272
"high",0.68,162
"high",0.49,254
"high",0.72,184
"high",0.77,269
"high",0.77,201
"high",0.59,247
"medium",0.41,221
"medium",0.94,247
"medium",0.91,135
"medium",0.7,260
"high",0.51,188
"low",0.22,159
"medium",0.69,153
"medium",0.2,167
"medium",0.9,158
"medium",0.76,180
"medium",0.88,211
"medium",0.31,104
"medium",0.17,174
"medium",0.91,195
"medium",0.97,211
"medium",0.61,232
"low",0.74,216
"low",0.65,265
"low",0.87,184
"low",0.56,244
"low",0.78,202
"low",0.73,146
"low",0.66,161
"high",0.15,280
"low",0.52,208
"high",0.44,134
"high",0.7,162
"low",0.63,209
"low",0.89,265
"high",0.96,173
"low",0.98,261
"medium",0.62,204
"high",0.62,144
"medium",0.69,113
"medium",0.5,144
"medium",0.71,140
"medium",0.5,245
"high",0.93,188
"medium",0.95,199
"medium",0.17,154
"medium",0.92,138
"high",0.64,147
"medium",0.27,173
"high",0.66,223
"low",0.59,200
"medium",0.93,189
"medium",0.58,133
"medium",0.96,160
"medium",0.69,153
"low",0.41,142
"low",0.36,167
"low",0.71,227
"low",0.94,144
"low",0.51,140
"low",0.83,220
"low",0.22,180
"low",0.66,173
"low",0.14,179
"low",0.16,137
"high",0.81,165
"low",0.73,177
"low",0.7,168
"low",0.62,245
"low",0.5,258
"high",0.7,159
"low",0.53,163
"low",0.87,174
"low",0.59,214
"high",0.94,191
"low",0.2,272
"medium",0.42,183
"high",0.43,135
"high",0.43,154
"high",0.77,238
"high",0.76,235
"high",0.82,215
"high",0.75,234
"high",0.63,187
"medium",0.51,133
"medium",0.23,123
"medium",0.77,202
"medium",0.54,140
"high",0.63,182
"low",0.55,179
"medium",0.31,150
"medium",0.98,151
"medium",0.16,117
"medium",0.54,156
"medium",0.73,211
"medium",0.16,286
"medium",0.57,233
"medium",0.88,222
"medium",0.95,258
"high",0.93,231
"low",0.91,220
"low",0.77,134
"low",0.24,141
"high",0.74,160
"low",0.53,259
"low",0.89,232
"low",0.23,272
"high",0.69,215
"low",0.52,222
"low",0.9,244
"low",0.92,224
"low",0.72,200
"low",0.92,143
"low",0.79,238
"low",0.48,145
"medium",0.27,108
"medium",0.67,247
"medium",0.48,213
"medium",0.99,209
"medium",0.49,240
"medium",0.39,100
"medium",0.99,265
"medium",0.78,209
"medium",0.5,154
"high",0.61,230
"high",0.88,208
"high",0.44,141
"high",0.73,262
"high",0.58,206
"high",0.74,166
"medium",0.32,117
"medium",0.88,273
"medium",0.81,270
"low",0.59,138
"low",0.79,235
"low",0.92,190
"low",0.76,192
"low",0.91,214
"low",0.8,242
"low",0.73,233
"low",0.88,218
"low",0.65,125
"low",0.84,178
"low",0.93,272
"low",0.64,265
"low",0.66,271
"low",0.76,179
"low",0.34,118
"low",0.48,196
"low",0.79,173
"low",0.82,156
"low",0.51,180
"low",0.84,263
"high",0.66,134
"high",0.72,189
"high",0.53,167
"high",0.81,132
"high",0.58,209
"high",0.82,227
"medium",0.72,239
"medium",0.9,172
"medium",0.98,188
"medium",0.56,265
"medium",0.77,153
"medium",0.61,242
"medium",0.97,262
"high",0.64,246
"low",0.99,211
"medium",0.61,145
"medium",0.72,256
"medium",0.67,245
"medium",0.9,151
"low",0.9,245
"low",0.63,171
"low",0.64,252
"low",0.44,175
"low",0.64,210
"low",0.65,180
"low",0.69,103
"low",0.93,110
"low",0.73,184
"high",0.83,161
"high",0.82,210
"high",0.39,212
"high",0.53,106
"high",0.88,179
"high",0.8,217
"low",0.68,184
"low",0.66,210
"low",0.61,246
"low",0.74,262
"low",0.61,245
"low",0.57,222
"medium",0.68,146
"medium",0.75,263
"medium",0.29,134
"medium",0.81,250
"medium",0.53,173
"medium",0.42,173
"medium",0.64,252
"medium",0.63,230
"medium",0.81,212
"medium",0.71,187
"medium",0.7,241
"medium",0.53,164
"high",0.16,218
"low",0.17,194
"medium",0.7,158
"medium",0.43,149
"medium",0.49,161
"high",0.5,226
"high",0.57,111
"high",0.68,258
"high",0.62,266
"high",0.69,253
"high",0.63,160
"low",0.76,230
"low",0.62,198
"low",0.82,250
"low",0.2,225
"low",0.16,178
"low",0.2,196
"low",0.53,240
"low",0.71,204
"low",0.7,250
"low",0.92,224
"low",0.81,268
"low",0.79,167
"low",0.53,168
"low",0.51,168
"low",0.78,158
"low",0.5,240
"medium",0.92,261
"medium",0.59,176
"medium",0.77,217
"medium",0.74,224
"medium",0.67,196
"medium",0.56,223
"medium",0.84,131
"medium",0.53,167
"medium",0.86,273
"medium",0.77,98
"medium",0.97,253
"medium",0.69,174
"high",0.73,274
"low",0.42,174
"medium",0.4,173
"medium",0.33,198
"medium",0.68,238
"medium",0.78,256
"low",0.92,179
"low",0.66,273
"low",0.6,104
"low",0.86,208
"low",0.61,275
"low",0.71,231
"low",0.86,186
"low",0.96,241
"low",0.7,194
"high",0.38,196
"high",0.39,185
"high",0.49,148
"high",0.78,150
"high",0.74,121
"high",0.82,266
"low",0.6,109
"low",0.72,143
"low",0.73,174
"medium",0.89,159
"medium",0.74,157
"medium",0.83,222
"medium",0.24,199
"medium",0.93,255
"medium",0.96,253
"medium",0.16,149
"medium",0.21,285
"medium",0.69,164
"medium",0.66,243
"medium",0.67,207
"medium",0.85,186
"high",0.37,211
"low",0.64,190
"medium",0.91,241
"medium",0.96,206
"medium",0.74,273
"medium",0.94,157
"low",0.37,183
"low",0.92,151
"low",0.86,217
"low",0.66,235
"low",0.19,127
"low",0.65,167
"low",0.92,260
"low",0.83,240
"low",0.94,187
"low",0.42,126
"low",0.78,168
"low",0.58,197
"low",0.5,170
"low",0.82,219
"low",0.97,137
"low",0.8,225
"low",0.82,194
"low",0.95,251
"low",0.88,195
"high",0.5,180
"high",0.53,225
"high",0.82,229
"high",0.15,144
"high",0.92,129
"high",0.53,172
"medium",0.58,220
"medium",0.88,273
"medium",0.85,245
"medium",0.99,264
"medium",0.94,268
"medium",0.63,172
"medium",0.85,245
"medium",0.95,192
"high",0.71,268
"low",0.49,244
"medium",0.71,222
"medium",0.52,239
"medium",0.48,143
"medium",0.82,160
"low",0.83,255
"low",0.85,152
"low",0.57,226
"low",0.16,266
"low",0.85,256
"low",0.82,198
"low",0.9,254
"low",0.92,104
"low",0.9,136
"low",0.82,205
"low",0.84,236
"low",0.92,176
"low",0.82,148
"low",0.8,146
"low",0.6,242
"high",0.14,115
"high",0.85,150
"high",0.55,239
"medium",0.49,178
"medium",0.82,263
"high",0.59,272
"medium",0.9,133
"medium",0.62,149
"medium",0.61,193
"medium",0.52,174
"medium",0.79,223
"medium",0.49,201
"medium",0.73,139
"medium",0.67,241
"medium",0.52,187
"medium",0.72,192
"medium",0.48,142
"medium",0.19,229
"high",0.49,104
"low",0.9,255
"medium",0.49,212
"medium",0.6,235
"medium",0.62,237
"high",0.64,253
"high",0.22,193
"high",0.9,259
"high",0.74,266
"high",0.85,185
"high",0.33,172
"low",0.5,180
"low",0.38,157
"medium",0.8,262
"medium",0.11,272
"low",0.72,223
"low",0.37,159
"low",0.41,153
"low",0.1,247
"low",0.92,259
"low",0.89,224
"low",0.42,142
"low",0.45,135
"low",0.11,305
"low",0.84,234
"low",0.41,148
"low",0.36,137
"low",0.38,143
"low",0.45,160
"low",0.78,255
"low",0.45,160
"low",0.76,262
"low",0.11,282
"low",0.38,147
"low",0.09,304
"low",0.46,139
"low",0.4,158
"low",0.89,242
"low",0.82,239
"low",0.4,135
"low",0.41,128
"low",0.38,132
"low",0.09,294
"low",0.45,134
"low",0.4,145
"low",0.45,140
"low",0.84,246
"low",0.1,255
"low",0.38,137
"low",0.45,126
"low",0.11,306
"low",0.41,152
"low",0.87,269
"low",0.45,158
"low",0.4,127
"low",0.1,281
"low",0.09,276
"low",0.84,182
"low",0.4,147
"low",0.57,273
"low",0.4,148
"low",0.43,147
"low",0.13,152
"low",0.44,135
"low",0.38,134
"low",0.39,132
"low",0.1,307
"low",0.37,140
"low",0.11,255
"low",0.1,309
"low",0.38,128
"low",0.85,225
"medium",0.85,226
"medium",0.11,308
"medium",0.1,244
"medium",0.36,132
"medium",0.11,286
"medium",0.81,161
"medium",0.43,153
"medium",0.9,264
"medium",0.76,223
"medium",0.43,135
"medium",0.74,277
"medium",0.09,275
"high",0.45,149
"low",0.09,295
"medium",0.11,277
"medium",0.11,306
"medium",0.1,295
"medium",0.4,137
"low",0.43,157
"low",0.39,142
"low",0.45,140
"low",0.38,151
"low",0.79,139
"low",0.84,249
"low",0.11,291
"low",0.11,305
"low",0.17,232
"low",0.44,132
"low",0.37,130
"low",0.1,291
"low",0.4,130
"low",0.89,246
"low",0.42,143
"low",0.46,129
"low",0.09,255
"low",0.37,155
"low",0.1,265
"low",0.1,279
"low",0.11,284
"medium",0.9,221
"medium",0.38,154
"medium",0.36,147
"medium",0.42,150
"medium",0.09,267
"medium",0.43,158
"medium",0.24,224
"medium",0.91,257
"medium",0.44,148
"medium",0.71,177
"medium",0.4,155
"medium",0.43,144
"high",0.09,289
"low",0.43,160
"medium",0.9,258
"medium",0.84,234
"medium",0.37,137
"medium",0.86,263
"low",0.11,251
"low",0.37,133
"low",0.4,132
"low",0.14,158
"low",0.4,135
"low",0.75,216
"low",0.11,300
"low",0.46,138
"low",0.11,260
"low",0.38,132
"low",0.7,183
"low",0.09,250
"low",0.37,151
"low",0.1,292
"low",0.38,140
"low",0.9,221
"low",0.44,138
"low",0.36,132
"low",0.31,133
"low",0.1,283
"low",0.42,129
"low",0.74,249
"low",0.73,257
"low",0.09,245
"low",0.45,155
"low",0.11,256
"low",0.37,152
"low",0.84,267
"low",0.41,151
"low",0.76,239
"low",0.11,306
"low",0.84,263
"low",0.39,147
"low",0.11,278
"low",0.45,154
"low",0.37,143
"low",0.4,155
"low",0.39,160
"low",0.11,304
"low",0.83,240
"low",0.11,305
"low",0.39,136
"low",0.45,132
"low",0.1,301
"low",0.9,243
"low",0.45,147
"low",0.79,239
"low",0.9,260
"low",0.11,296
"low",0.43,129
"low",0.31,132
"low",0.32,135
"low",0.45,158
"low",0.81,259
"low",0.41,160
"low",0.11,278
"low",0.1,284
"low",0.7,274
"low",0.54,164
"low",0.41,148
"medium",0.38,140
"medium",0.37,127
"medium",0.11,308
"medium",0.4,146
"medium",0.1,261
"medium",0.89,257
"medium",0.11,285
"medium",0.36,141
"medium",0.4,127
"medium",0.09,297
"medium",0.4,143
"medium",0.37,152
"high",0.44,156
"low",0.09,283
"medium",0.92,226
"medium",0.74,232
"medium",0.09,249
"medium",0.89,275
"low",0.09,304
"low",0.27,278
"low",0.1,287
"low",0.1,285
"low",0.77,226
"low",0.9,259
"low",0.39,135
"low",0.76,219
"low",0.1,256
"low",0.87,254
"low",0.38,153
"low",0.77,228
"low",0.78,228
"low",0.44,128
"low",0.38,153
"low",0.43,156
"low",0.39,294
"low",0.88,219
"low",0.45,153
"low",0.4,151
"low",0.36,155
"low",0.36,158
"low",0.9,245
"low",0.43,131
"low",0.89,225
"low",0.1,286
"low",0.37,135
"low",0.37,153
"low",0.87,252
"low",0.4,149
"low",0.9,258
"low",0.37,158
"low",0.44,149
"low",0.85,236
"low",0.78,239
"low",0.42,159
"low",0.92,255
"low",0.11,244
"low",0.42,134
"low",0.48,270
"low",0.83,255
"low",0.4,151
"low",0.43,135
"low",0.43,146
"low",0.1,254
"low",0.1,289
"low",0.37,156
"low",0.38,156
"low",0.4,128
"low",0.89,275
"low",0.45,155
"low",0.37,159
"low",0.46,148
"low",0.87,228
"low",0.11,298
"low",0.79,261
"low",0.79,254
"low",0.19,192
"low",0.87,248
"low",0.6,258
"medium",0.44,156
"medium",0.11,266
"medium",0.42,156
"medium",0.88,232
"medium",0.11,287
"medium",0.46,154
"medium",0.82,263
"medium",0.44,131
"medium",0.11,260
"medium",0.42,139
"medium",0.84,251
"medium",0.11,286
"high",0.45,129
"low",0.38,156
"medium",0.38,139
"medium",0.44,127
"medium",0.11,251
"medium",0.81,270
"low",0.09,296
"low",0.11,254
"low",0.81,238
"low",0.1,267
"low",0.74,229
"low",0.09,254
"low",0.82,233
"low",0.1,268
"low",0.27,301
"low",0.83,267
"low",0.1,289
"low",0.38,144
"low",0.4,148
"low",0.11,306
"low",0.11,292
"low",0.82,232
"low",0.36,137
"low",0.4,128
"low",0.87,231
"low",0.41,146
"low",0.11,308
"medium",0.1,253
"medium",0.38,146
"medium",0.39,156
"medium",0.4,147
"medium",0.45,136
"medium",0.74,249
"medium",0.45,151
"medium",0.12,278
"medium",0.1,250
"medium",0.37,127
"medium",0.89,255
"medium",0.45,135
"high",0.37,149
"low",0.11,287
"medium",0.41,145
"medium",0.1,285
"medium",0.1,305
"medium",0.11,300
"low",0.4,139
"low",0.41,130
"low",0.1,268
"low",0.73,245
"low",0.43,135
"low",0.37,153
"low",0.11,276
"low",0.4,130
"low",0.41,153
"low",0.82,244
"low",0.61,253
"low",0.11,287
"low",0.37,131
"low",0.41,135
"low",0.37,157
"low",0.88,262
"low",0.1,266
"low",0.44,148
"low",0.38,140
"low",0.11,302
"low",0.09,271
"medium",0.45,145
"medium",0.1,290
"medium",0.45,151
"medium",0.77,266
"medium",0.44,140
"medium",0.39,142
"medium",0.1,246
"medium",0.09,308
"medium",0.37,141
"medium",0.9,232
"medium",0.41,143
"medium",0.37,155
"high",0.1,278
"low",0.81,253
"medium",0.11,282
"medium",0.11,264
"medium",0.4,149
"medium",0.09,304
"low",0.48,219
"low",0.91,262
"low",0.43,135
"low",0.33,219
"low",0.41,136
"low",0.41,154
"low",0.37,149
"low",0.31,135
"low",0.09,275
"low",0.1,290
"low",0.76,263
"low",0.41,145
"low",0.72,267
"low",0.4,141
"low",0.91,235
"low",0.1,258
"low",0.4,131
"low",0.82,243
"low",0.1,266
"low",0.37,142
"low",0.36,135
"medium",0.39,141
"medium",0.36,142
"medium",0.86,254
"medium",0.73,262
"medium",0.56,296
"medium",0.44,158
"medium",0.31,238
"medium",0.77,231
"medium",0.44,156
"medium",0.38,145
"medium",0.45,144
"medium",0.38,159
"high",0.36,156
"low",0.75,256
"medium",0.1,298
"medium",0.1,247
"medium",0.45,157
"medium",0.42,154
"low",0.78,253
"low",0.45,148
"low",0.84,261
"low",0.11,282
"low",0.42,133
"low",0.45,128
"low",0.46,139
"low",0.09,293
"low",0.87,265
"low",0.1,250
"low",0.91,251
"low",0.76,246
"low",0.74,275
"low",0.92,240
"low",0.76,245
"low",0.47,254
