ID,sym_1,sym_2,sym_3,sym_4,sym_5,anger_1,anger_2,anger_3,anger_4,anger_5,SSOE_1,SSOE_2,SSOE_3,SSOE_4,SSOE_5,SSOE_6,WPSS_1,WPSS_2,WPSS_3,WPSS_4,WPSS_5,WPSS_6,GWPH_1,GWPH_2,GWPH_3,GWPH_4,GWPH_5,stability,onset,effort
664,7,7,7,7,7,1,1,1,1,4,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
665,7,7,7,7,7,2,5,2,1,5,6,6,6,6,6,6,100,100,100,100,100,100,100,100,50,100,100,0,1,1
666,5,5,4,4,5,2,1,2,1,2,5,5,5,4,5,4,86,69,86,86,89,86,80,78,75,80,89,1,1,0
667,5,6,6,6,4,2,2,2,2,3,5,5,5,6,6,6,90,39,76,83,73,93,95,90,48,94,94,0,0,1
668,7,6,7,6,6,1,1,1,1,1,4,4,4,5,4,4,84,88,100,26,96,92,72,83,62,85,82,0,1,0
669,7,7,7,7,7,1,4,1,1,4,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
670,7,7,7,7,7,1,7,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
671,7,6,7,6,4,4,5,3,2,6,3,4,6,5,5,3,100,100,100,95,100,100,75,91,67,86,94,1,0,1
672,7,7,7,7,7,2,2,2,1,2,7,7,7,7,7,7,81,100,100,100,100,100,100,100,100,100,100,0,0,0
673,7,7,7,7,7,4,5,3,1,5,6,4,6,6,6,4,97,97,97,98,97,99,98,99,90,99,99,0,0,1
674,6,5,6,6,6,1,2,2,1,1,3,1,4,5,2,2,100,98,97,96,86,91,85,90,72,90,93,1,0,1
675,7,6,7,7,6,1,3,5,2,7,7,7,7,6,5,7,80,100,100,100,100,100,100,100,100,100,100,1,1,1
676,7,7,7,7,7,1,5,1,1,1,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,1
677,7,6,7,7,7,1,7,1,1,3,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,1
678,6,7,6,6,5,3,5,4,3,6,6,6,6,6,6,1,80,80,80,81,70,91,90,71,80,80,71,1,0,1
679,6,5,5,5,6,3,3,4,3,5,4,4,4,4,4,4,67,68,69,64,84,86,75,80,79,77,85,1,0,0
680,7,7,7,7,7,1,4,2,1,2,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,1
681,4,4,4,4,2,4,3,5,2,5,4,3,5,5,4,3,75,85,96,71,82,75,75,70,80,70,70,0,0,1
682,4,6,5,6,4,5,5,4,4,6,6,3,6,6,6,5,90,100,100,100,100,81,70,81,100,80,81,0,1,1
683,5,5,5,5,4,4,4,5,3,4,3,3,3,3,3,3,75,75,76,76,75,76,75,74,55,64,65,0,0,0
684,7,7,7,7,1,4,1,7,1,1,7,4,7,7,7,5,100,100,100,99,100,100,100,80,39,100,100,0,1,1
685,5,5,6,6,4,1,1,1,1,1,3,3,4,5,4,4,89,77,84,88,89,82,82,85,70,87,81,1,0,1
686,7,7,7,7,7,1,3,2,1,3,5,1,5,5,3,3,100,100,100,100,100,100,100,100,100,100,100,0,0,0
687,5,5,5,5,5,5,5,5,3,5,6,4,6,6,6,4,100,100,100,100,100,100,100,100,90,100,100,0,0,0
688,6,7,7,7,6,3,3,3,2,3,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,1
689,7,5,7,7,7,2,7,2,1,4,4,2,3,4,4,4,100,100,99,100,99,100,100,100,81,100,100,1,0,0
690,7,7,7,7,4,1,4,1,1,2,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,0,0
691,5,5,5,5,5,1,4,2,1,2,7,4,7,7,4,4,99,99,99,100,100,100,100,99,81,99,100,1,1,1
692,7,7,7,7,6,1,1,1,1,1,6,6,6,7,6,6,94,76,87,96,97,96,88,86,72,86,84,1,0,0
693,6,6,7,6,7,3,3,5,1,3,7,7,7,7,7,7,100,98,98,99,99,98,100,100,99,100,100,0,0,1
694,7,7,7,7,7,1,1,1,1,1,7,7,7,7,6,6,100,100,100,100,100,100,100,100,100,100,100,0,0,0
695,7,7,7,7,6,1,1,1,1,1,7,5,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,0
696,6,7,7,6,6,1,2,1,1,1,4,2,4,5,4,2,100,100,100,100,100,100,100,100,96,100,100,0,0,0
697,6,6,6,6,6,1,6,1,1,1,4,4,4,6,5,5,85,85,86,86,86,87,100,100,99,100,100,1,0,1
698,7,7,7,7,7,1,1,1,1,1,7,5,7,7,7,7,98,98,98,97,99,100,99,99,99,99,100,1,0,0
699,5,6,5,7,6,4,7,3,4,5,5,4,5,6,5,6,97,79,98,88,74,65,79,94,67,74,83,1,1,0
700,5,6,6,6,6,5,5,4,3,5,6,6,6,6,5,5,91,90,92,91,87,83,71,70,90,82,83,0,1,1
701,6,5,6,6,5,5,5,5,3,5,6,6,6,6,3,5,100,100,100,100,100,100,100,100,100,100,100,0,1,1
702,5,5,5,5,5,1,2,2,1,2,5,5,6,6,6,4,95,68,90,100,100,82,100,84,79,100,100,0,0,1
703,7,7,7,7,7,1,1,1,1,3,7,7,7,7,7,6,100,100,100,100,100,100,100,100,100,100,100,1,1,1
704,5,5,6,6,4,5,5,5,1,5,5,4,5,6,6,5,90,91,91,71,91,81,90,98,100,99,100,0,0,1
705,5,6,5,6,5,2,1,2,1,2,5,5,5,5,5,5,100,100,100,100,100,100,91,80,80,80,91,0,1,1
706,6,6,6,5,4,3,5,3,1,4,4,3,5,5,4,4,75,81,72,77,77,77,54,54,51,78,83,1,1,0
707,4,4,4,5,4,3,3,3,2,6,6,1,4,6,2,2,81,100,100,81,100,83,79,80,50,81,78,1,1,1
708,7,7,7,7,7,1,1,1,1,1,4,4,4,4,4,4,100,100,100,100,100,100,100,100,100,100,100,1,1,0
709,7,7,7,7,7,1,1,1,1,1,4,4,4,4,4,4,100,100,100,100,100,100,100,100,100,100,100,1,0,0
710,5,6,1,7,7,1,4,1,1,1,5,3,5,6,6,5,100,100,100,100,100,100,100,96,90,100,100,1,1,0
711,6,6,5,5,5,2,2,2,2,2,7,6,6,6,6,6,100,100,100,100,100,100,100,100,81,90,90,0,1,1
712,7,7,7,7,7,1,5,3,1,3,4,3,6,5,1,4,100,100,100,100,100,100,91,100,91,100,100,0,1,0
713,7,7,7,6,7,1,1,1,5,6,7,7,7,7,6,7,91,100,100,100,100,100,100,100,100,100,100,1,1,0
714,6,5,4,3,3,5,5,5,2,5,5,5,5,6,6,6,96,76,88,93,87,84,88,96,73,91,89,0,1,1
715,5,7,7,7,4,1,1,1,1,1,3,3,5,5,5,3,98,97,98,96,100,100,100,100,100,100,100,1,0,1
716,7,5,7,7,7,1,1,1,1,1,4,4,4,4,4,4,100,100,100,100,100,100,100,80,80,81,91,1,0,1
717,5,6,6,4,5,5,4,4,3,5,5,3,4,3,2,2,80,80,90,60,91,80,90,60,60,70,70,0,0,1
718,5,6,6,5,5,2,2,2,1,2,4,4,4,3,3,3,100,100,100,100,100,100,100,100,87,100,100,1,0,0
719,7,7,7,7,5,2,2,2,2,4,7,7,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
720,5,5,5,5,5,4,5,4,3,5,3,3,3,4,3,3,100,100,100,91,100,100,100,95,63,100,100,0,1,1
721,7,4,6,5,5,4,7,4,2,6,7,6,6,5,7,6,91,90,88,86,99,93,88,88,86,90,93,1,1,1
722,6,6,5,4,4,2,4,2,4,6,4,2,4,5,3,2,100,100,100,100,100,100,96,100,91,100,100,1,0,1
723,7,7,7,7,7,2,2,1,1,2,5,5,5,5,4,5,48,82,98,95,100,100,100,100,80,100,100,1,1,1
724,7,7,7,7,7,1,1,1,1,4,7,6,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,0,0
725,6,6,6,6,6,1,1,2,1,1,5,2,6,6,6,2,90,90,91,91,90,90,80,70,81,70,69,1,0,0
726,7,7,7,7,4,1,5,1,1,1,7,7,7,7,7,7,90,82,91,100,100,96,99,100,90,84,99,0,0,0
727,6,7,7,6,7,1,1,1,1,1,7,7,7,7,7,4,100,100,100,100,100,100,100,100,100,100,100,0,0,1
728,6,6,6,6,6,2,2,2,1,2,4,2,2,6,6,2,96,98,98,97,97,97,71,81,80,81,80,1,1,0
729,5,6,6,5,2,4,3,4,1,3,6,5,5,7,7,6,88,100,100,100,77,94,100,94,100,92,94,1,1,1
730,6,6,6,6,6,1,1,1,1,1,6,6,6,6,5,7,100,100,100,100,100,100,100,91,90,100,100,0,1,0
731,4,5,5,5,4,3,2,2,1,4,3,2,2,4,3,3,80,81,80,90,80,81,80,70,70,70,70,0,0,1
732,6,6,6,6,6,1,2,2,2,2,4,1,4,4,4,2,100,100,100,100,100,100,98,71,71,100,94,0,0,0
733,7,7,7,7,7,1,1,1,1,1,7,4,7,7,7,4,100,100,100,100,100,100,81,90,79,100,100,1,0,1
734,7,7,7,7,7,2,2,3,1,4,3,3,4,5,4,4,99,99,100,93,100,100,96,98,100,98,100,1,0,0
735,6,7,6,6,6,1,1,1,1,1,4,1,4,6,4,2,91,90,100,100,100,90,98,92,46,90,92,0,1,1
736,6,7,7,5,6,1,2,3,1,4,5,4,6,6,4,5,80,70,70,91,100,80,80,60,40,90,80,0,0,0
737,7,7,7,7,7,1,2,1,1,3,3,2,3,5,5,5,100,100,100,100,100,100,100,100,100,100,100,1,0,0
738,6,6,5,6,3,1,2,3,1,4,2,1,2,5,3,2,94,85,100,76,90,76,60,90,81,81,87,1,0,1
739,7,6,7,7,6,1,6,2,1,1,7,7,7,7,7,7,100,90,100,93,96,99,100,100,97,99,99,1,0,1
740,7,7,7,7,7,1,1,1,1,1,7,7,7,7,7,4,100,100,100,100,100,100,100,100,100,100,100,0,0,0
741,6,4,7,6,6,2,2,2,2,2,3,3,4,4,4,2,100,100,100,100,100,100,100,100,100,100,100,1,1,1
742,7,7,7,7,7,1,1,1,1,2,3,2,6,5,4,3,100,100,100,100,100,100,100,91,92,100,100,0,0,1
743,5,6,5,4,5,3,2,3,2,3,5,6,6,6,5,6,75,73,79,72,76,81,74,71,76,75,77,0,1,1
744,4,5,4,5,5,2,2,2,2,4,5,4,4,4,3,4,80,81,81,81,80,81,91,91,70,91,90,0,1,1
745,5,7,7,7,5,2,2,1,1,2,5,1,5,5,4,4,100,79,100,100,100,100,100,92,50,69,81,1,0,0
746,6,7,7,7,5,1,2,1,1,2,7,5,7,6,3,3,96,89,95,42,94,60,72,87,83,72,81,0,1,0
747,6,6,6,6,6,2,2,2,2,2,4,4,4,4,4,4,83,79,77,73,70,74,78,78,76,74,76,0,0,0
748,5,6,6,6,2,3,2,2,2,3,5,6,6,6,5,4,100,100,100,91,100,100,100,100,100,100,100,0,0,1
749,7,7,7,7,6,1,1,1,1,1,4,5,5,5,4,5,100,100,100,100,99,100,100,80,61,89,100,0,0,0
750,7,7,7,7,7,1,1,1,1,1,4,4,4,4,4,4,100,100,100,100,100,100,100,91,91,100,100,1,0,0
751,6,5,5,6,6,4,5,4,5,5,5,5,4,5,4,4,80,76,81,81,89,78,82,74,78,78,84,0,1,1
752,7,7,7,6,6,2,2,1,1,1,5,2,5,6,2,3,100,100,100,100,100,100,91,70,70,100,100,0,1,0
753,7,7,7,7,7,1,1,1,1,1,4,4,4,4,4,4,100,100,100,100,100,100,91,100,92,100,91,0,0,1
754,7,7,7,7,7,2,5,2,1,5,7,4,7,6,4,6,100,100,100,100,100,100,85,100,81,100,91,0,1,1
755,7,7,7,7,7,1,1,1,1,1,5,2,5,5,4,4,100,100,100,100,100,100,100,100,100,100,100,1,0,0
756,6,5,6,6,6,5,5,5,3,5,6,5,5,5,6,5,83,78,91,89,92,94,91,85,81,79,74,0,0,1
757,6,7,6,6,4,2,1,2,2,2,7,6,7,7,6,7,96,90,94,88,90,78,87,88,96,91,88,0,0,0
758,4,5,5,3,3,2,4,4,2,4,5,4,6,6,2,3,92,95,97,58,96,99,98,78,71,85,93,1,1,0
759,6,6,6,6,4,5,4,2,3,5,3,1,5,5,2,5,100,100,100,100,100,100,90,80,81,91,86,1,0,1
760,7,7,7,6,6,2,2,2,1,2,7,7,7,7,6,7,100,100,100,100,100,100,100,100,100,100,100,0,0,1
761,6,6,6,6,6,3,3,2,1,3,5,5,5,5,4,5,91,78,70,60,85,69,70,75,75,72,73,1,0,0
762,7,7,7,7,7,1,1,1,1,1,5,4,5,7,6,5,100,100,100,100,100,100,100,91,50,100,100,0,1,1
763,7,3,7,7,6,3,3,3,2,6,4,3,4,2,6,2,100,100,100,80,100,100,100,100,100,100,100,0,1,0
764,2,7,7,5,6,1,1,2,1,2,6,5,5,6,6,3,96,94,100,86,85,84,99,98,89,98,98,1,0,1
765,6,6,6,6,4,1,1,2,1,2,5,1,2,6,4,6,100,100,100,100,100,100,100,100,90,100,100,1,1,1
766,7,6,6,6,1,1,5,2,1,7,2,2,2,6,6,2,100,100,100,100,100,100,100,100,90,100,100,1,0,1
767,7,7,7,7,7,1,2,1,1,1,7,6,7,7,6,6,100,100,100,100,100,100,100,100,100,100,100,0,1,0
768,5,5,4,5,5,5,5,4,4,4,6,6,6,4,4,3,100,100,100,100,100,100,92,95,85,91,94,0,1,1
769,6,7,7,5,4,1,1,2,1,2,7,3,7,7,7,5,100,100,100,100,100,100,100,91,100,100,100,0,0,0
770,7,7,7,7,7,1,1,1,1,1,6,6,6,7,7,6,100,100,100,100,100,100,100,100,100,100,100,0,0,0
771,7,7,7,7,7,1,1,1,1,1,7,5,7,7,6,6,100,100,100,100,100,100,100,100,86,100,100,0,1,0
772,7,7,7,7,7,1,1,1,1,1,6,6,7,6,7,6,100,100,100,100,100,90,100,100,100,100,100,0,1,0
773,5,6,7,5,5,2,5,3,5,5,3,1,2,5,7,4,100,100,100,100,100,100,100,100,90,100,100,1,0,1
774,5,5,5,5,4,4,5,4,2,5,6,6,6,6,6,6,80,70,90,79,90,81,73,70,70,90,90,0,1,1
775,7,7,7,7,7,1,1,1,1,1,6,3,6,6,4,4,90,90,91,93,92,90,91,92,50,91,90,0,0,0
776,6,6,6,6,5,3,1,2,1,2,6,6,6,6,6,6,80,80,81,80,80,81,81,82,80,80,81,0,0,1
777,7,6,6,6,5,1,1,1,1,1,6,6,6,6,6,6,98,97,99,90,96,97,98,97,95,94,95,1,1,0
778,4,6,6,6,4,2,3,2,1,3,4,3,5,4,2,2,100,90,100,70,100,80,100,91,81,100,100,0,0,1
779,7,7,7,7,7,1,6,1,1,1,7,6,6,7,7,7,100,100,100,100,100,98,100,100,100,100,100,0,1,0
780,6,6,6,6,5,1,1,1,1,1,4,3,4,4,4,5,91,90,91,91,90,90,81,81,70,80,80,1,0,0
781,5,5,5,5,4,2,2,2,1,2,4,4,4,5,4,4,100,80,100,100,80,92,79,89,51,90,91,0,1,0
782,6,7,7,5,4,1,1,1,1,1,6,5,6,6,7,5,98,85,92,80,91,97,93,90,86,94,88,0,0,0
783,4,4,5,4,4,4,5,2,3,3,4,2,4,5,5,3,72,72,86,68,67,81,79,75,74,70,71,1,0,1
784,7,7,7,7,4,1,1,1,1,6,3,1,5,4,7,1,100,100,100,100,100,100,100,100,100,100,100,1,0,1
785,7,6,7,6,6,1,1,1,1,1,5,5,6,7,7,6,99,98,98,98,99,99,89,90,88,91,91,1,1,0
786,6,5,6,6,6,2,3,2,2,2,5,5,5,6,6,5,76,80,80,81,71,75,63,74,76,77,73,1,0,0
787,5,7,6,5,5,1,2,1,1,2,7,4,7,5,4,4,100,100,100,100,100,100,99,99,100,100,100,0,1,0
788,6,5,6,4,5,4,5,5,4,5,6,6,6,6,5,5,85,81,79,82,81,90,86,83,85,81,79,1,1,1
789,5,5,5,5,4,3,4,4,2,3,3,3,3,4,4,2,99,96,97,96,95,95,97,90,91,91,96,0,1,1
790,7,7,7,7,7,1,1,1,1,1,6,6,6,6,6,6,90,91,91,90,90,91,90,91,91,90,91,0,1,1
791,5,6,6,5,2,2,2,2,2,3,6,4,5,5,6,4,91,90,94,94,95,94,93,95,93,96,97,1,0,1
792,7,6,7,7,2,1,1,1,2,1,6,3,7,7,6,4,100,100,100,100,100,100,100,100,93,100,100,1,1,0
793,7,7,7,7,6,3,4,3,2,4,6,3,3,4,6,3,96,97,100,92,100,100,100,100,77,84,100,1,0,1
794,6,7,7,6,6,4,6,3,1,5,5,3,5,6,5,3,100,100,100,90,100,100,100,100,100,100,100,1,0,0
795,5,7,6,5,7,5,5,5,1,5,4,4,5,5,7,4,81,60,100,90,80,91,91,90,81,81,91,1,0,1
796,5,6,6,5,5,3,6,2,1,5,2,2,4,3,4,4,91,100,100,96,100,100,98,94,91,100,100,0,0,0
797,4,7,7,7,4,1,7,4,2,6,6,5,7,7,6,7,90,89,87,94,86,86,88,90,87,92,93,0,1,1
798,6,6,6,6,6,3,6,6,3,2,6,6,6,6,7,6,90,88,100,89,92,93,90,92,100,100,97,0,0,1
799,7,7,7,7,6,1,1,1,1,1,5,4,4,5,2,4,100,100,100,100,100,100,100,100,70,100,100,1,0,0
800,6,6,6,6,6,3,3,3,2,3,6,6,6,5,5,6,70,82,82,71,80,81,81,80,79,81,79,0,0,1
801,7,7,7,7,7,1,1,1,1,1,3,3,5,6,5,4,99,100,100,99,100,99,100,99,98,99,100,0,0,0
802,7,7,7,7,5,1,1,2,1,1,6,5,6,5,4,3,99,100,100,100,100,100,90,81,61,95,100,1,1,0
803,7,7,7,7,7,1,7,1,1,1,7,7,7,7,6,5,100,100,100,100,100,100,100,100,91,90,100,0,1,0
804,7,6,7,7,7,1,1,1,1,2,7,1,7,7,5,3,50,100,100,100,100,100,100,100,100,100,100,1,0,1
805,5,5,6,6,6,4,3,4,4,6,3,1,4,7,7,4,100,100,100,100,100,100,100,100,100,100,100,1,1,1
806,7,7,7,7,7,1,1,1,1,1,6,6,7,7,6,5,100,100,99,100,100,100,100,100,100,100,100,0,0,0
807,5,4,5,5,5,5,5,6,3,5,6,6,6,6,4,5,89,93,95,89,82,80,81,80,85,87,81,0,1,1
808,7,6,7,7,5,2,7,5,1,4,6,5,7,4,4,1,71,100,100,100,100,70,90,100,100,80,100,0,1,0
809,5,5,6,5,5,2,2,2,1,3,5,5,5,6,2,4,80,80,80,100,81,80,70,65,60,80,70,0,0,0
810,7,7,7,7,7,1,1,1,1,1,5,2,4,5,6,4,100,100,100,100,100,100,100,100,92,100,100,0,1,0
811,7,7,7,7,7,1,1,1,1,1,7,6,6,7,7,4,100,100,100,100,100,100,89,100,98,100,100,0,0,1
812,4,7,7,7,4,4,4,4,4,4,6,6,6,6,6,6,91,91,100,100,100,100,100,100,100,100,100,0,0,0
813,5,4,3,5,6,4,5,4,2,7,5,2,5,6,6,6,100,100,100,81,100,90,100,90,100,90,90,0,0,0
814,7,7,7,7,7,1,1,2,1,1,7,6,6,7,6,6,100,100,100,100,100,100,100,100,91,100,100,0,0,0
815,7,7,7,7,7,1,1,1,1,1,6,6,6,6,7,6,98,98,99,100,97,98,98,99,80,98,98,1,0,0
816,7,7,7,7,7,1,1,1,1,1,6,6,6,6,6,6,88,100,100,83,99,96,98,98,97,98,100,0,0,0
817,6,6,6,6,6,3,4,4,3,5,5,3,4,5,5,3,91,91,100,80,91,81,100,90,94,98,99,1,1,0
818,5,5,5,6,4,4,4,4,2,4,6,3,5,7,6,6,100,100,100,100,100,100,96,97,100,100,100,1,1,0
819,7,7,7,7,7,2,2,3,2,2,6,6,6,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,0,0
820,7,6,7,7,7,1,1,1,1,1,7,2,7,7,7,7,100,100,100,95,100,100,100,100,100,100,100,1,0,0
821,6,6,6,6,6,1,1,2,1,1,6,2,6,5,3,3,100,100,100,100,100,100,100,100,96,100,100,1,0,0
822,6,6,6,6,6,1,2,1,1,2,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,0,1,0
823,6,7,6,7,4,1,1,2,1,2,5,7,4,7,5,4,88,84,69,81,85,74,66,83,92,85,79,1,0,1
824,7,7,7,7,7,1,1,1,1,1,6,4,6,6,4,4,100,100,100,100,100,100,100,100,50,100,100,0,1,1
825,7,7,7,7,7,1,1,1,1,1,7,1,7,7,4,4,100,100,100,100,100,100,100,100,50,100,100,0,0,1
826,7,7,7,7,7,1,1,1,1,3,4,4,4,4,4,4,100,100,100,90,100,100,100,91,91,91,100,0,0,0
827,7,7,7,7,1,1,1,1,1,1,5,1,4,6,7,2,100,100,100,70,80,90,100,100,70,91,100,1,0,1
828,7,7,7,7,7,1,1,1,1,1,6,1,7,5,4,3,100,100,100,99,100,100,100,100,73,100,100,1,0,0
829,7,7,7,7,7,1,1,1,1,5,7,4,7,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,1,0
830,5,5,5,5,4,2,3,3,2,2,2,5,5,5,5,4,91,90,90,61,91,70,91,95,93,81,84,0,1,0
831,6,6,6,5,4,2,2,3,2,4,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,100,1,0,1
832,6,5,5,4,5,3,2,2,1,3,5,3,5,5,5,5,100,100,100,100,100,100,100,100,50,100,100,0,0,1
833,7,6,6,6,6,3,5,5,3,4,5,5,5,5,5,5,100,100,100,100,100,100,100,100,100,100,100,1,0,1
834,7,7,7,7,6,1,1,2,1,1,7,7,6,6,6,6,100,100,100,100,100,100,97,98,99,99,99,0,1,1
835,6,6,6,6,5,2,2,3,1,3,6,5,6,6,6,6,100,100,100,100,100,100,94,90,60,90,96,0,0,0
836,6,5,6,6,4,3,3,4,2,4,4,5,6,5,5,4,90,100,100,79,79,81,68,69,59,80,75,0,0,1
837,7,7,7,7,7,1,1,1,1,1,4,4,5,5,7,5,100,100,100,70,100,100,100,100,100,100,100,1,1,0
838,7,7,6,7,6,2,4,2,3,6,5,6,6,7,7,5,100,100,100,100,100,100,100,100,100,100,100,1,0,0
839,7,7,7,7,7,1,1,1,1,1,7,5,7,7,5,5,100,100,100,100,100,100,100,100,100,100,100,0,1,0
840,7,7,7,7,7,1,1,1,1,1,7,4,7,7,7,4,100,100,100,100,100,100,100,100,100,100,100,0,1,0
841,7,7,7,7,7,1,1,1,1,1,6,6,7,7,5,5,100,100,100,100,100,100,100,100,100,100,100,0,0,0
842,7,6,6,7,7,1,6,2,1,3,7,7,7,6,7,6,99,98,100,98,98,98,97,98,99,99,99,0,1,1
843,7,5,6,6,6,1,2,1,1,2,5,6,6,7,6,6,82,90,81,90,97,92,87,97,98,92,97,1,0,1
844,7,7,7,7,4,1,1,1,1,1,6,4,7,7,7,4,100,100,100,100,100,100,100,100,100,100,100,0,0,0
845,7,7,7,7,7,1,1,1,1,1,5,5,5,5,5,3,100,100,100,100,100,100,100,86,72,100,100,0,1,1
846,7,6,7,7,6,4,3,4,3,4,5,5,5,5,4,4,98,98,100,100,100,100,100,100,82,100,100,0,0,0
847,5,3,5,6,5,3,4,3,2,5,6,2,6,4,2,4,100,90,100,86,96,90,80,75,60,70,91,1,1,0
848,4,6,5,5,6,3,4,3,3,4,7,6,6,6,6,6,93,70,70,79,100,82,100,100,79,73,76,0,1,1
849,7,7,6,6,7,3,1,5,1,5,6,5,5,4,5,5,90,96,96,70,91,80,85,90,54,86,81,0,1,0
850,6,6,5,6,4,5,4,5,2,5,5,5,5,5,4,5,100,100,100,100,100,100,100,100,100,100,100,1,1,1
851,4,5,6,5,3,2,5,2,2,3,4,5,5,6,6,6,81,80,90,91,90,91,100,80,80,91,100,0,1,1
852,6,4,7,7,3,5,6,3,2,5,5,1,5,6,6,2,100,100,100,100,100,100,100,91,96,100,100,1,1,1
853,7,7,7,7,3,1,1,1,3,1,5,6,5,6,6,3,100,100,100,82,81,84,100,73,61,75,78,1,0,1
854,5,6,4,3,4,1,2,3,3,3,5,4,5,4,5,4,90,81,91,91,80,80,76,80,70,80,80,1,1,1
855,4,6,6,5,4,2,2,2,1,3,5,6,6,5,3,3,90,100,100,100,100,100,91,91,76,100,95,0,0,1
856,5,6,5,5,4,2,3,3,1,3,4,3,5,5,4,4,74,67,78,79,71,79,65,73,75,72,74,1,1,0
857,6,5,6,3,5,1,7,6,1,7,5,5,6,6,5,6,75,67,81,90,82,89,91,81,79,68,89,1,0,1
858,7,7,7,7,7,1,1,1,1,1,6,4,6,7,4,1,100,100,100,100,100,100,100,100,100,100,100,0,1,0
859,1,7,7,7,7,1,1,1,1,1,4,4,4,4,4,4,94,80,81,78,94,93,83,89,87,86,82,1,0,0
860,6,6,6,6,5,1,1,2,1,2,6,5,6,5,5,5,81,81,81,75,86,85,91,90,80,81,80,0,0,1
861,6,7,7,7,7,1,1,1,1,1,6,6,6,6,6,6,100,100,100,100,91,96,91,93,85,100,91,0,0,0
862,7,7,7,7,7,1,7,1,1,1,7,6,7,7,6,5,100,100,100,90,100,90,100,100,100,100,100,0,0,1
863,7,7,7,7,6,2,2,1,1,1,4,4,5,5,2,4,100,100,100,90,100,100,100,97,94,100,100,0,1,0
864,7,7,7,7,6,1,1,1,1,1,5,4,6,7,6,5,97,98,100,92,99,97,91,87,81,90,89,0,1,1
865,7,6,7,7,7,2,3,1,2,2,7,7,7,7,5,6,100,100,100,100,100,100,100,100,89,89,100,0,1,0
866,7,7,7,7,7,1,1,1,1,1,5,1,5,7,7,4,93,89,100,100,100,100,100,100,100,100,100,1,0,1
867,6,6,6,6,6,4,4,4,2,4,6,4,5,5,4,4,80,80,80,80,80,80,80,80,80,90,90,0,0,1
868,4,5,4,4,4,5,4,5,3,5,5,5,5,5,4,6,92,86,79,86,90,81,86,82,78,85,89,1,0,1
869,5,6,5,5,5,4,2,2,2,6,3,2,4,5,3,2,90,90,91,59,91,50,90,91,39,91,91,1,0,0
870,7,7,7,3,4,2,1,2,1,3,6,6,6,6,6,5,100,100,100,100,100,100,86,90,91,100,100,0,0,0
871,7,7,7,7,6,1,1,1,1,1,5,5,5,5,3,4,100,100,100,100,100,100,100,100,100,100,100,0,0,1
872,4,6,6,5,5,5,3,5,3,5,5,4,5,6,3,5,100,100,100,100,100,100,91,100,100,100,100,0,1,1
873,6,6,6,5,6,1,1,1,1,1,4,3,3,5,6,4,100,100,100,79,96,100,81,98,71,87,100,1,0,0
874,6,6,6,6,6,2,1,2,2,3,6,5,6,5,4,5,85,76,78,80,79,83,83,75,59,76,74,1,0,0
875,4,7,7,7,7,1,1,1,1,1,4,4,4,7,4,4,100,100,100,100,100,100,100,100,100,100,100,1,0,0
876,4,7,6,6,4,2,2,4,3,3,5,4,6,5,2,4,100,80,100,100,91,100,80,70,39,100,90,1,0,1
877,3,6,5,5,6,2,3,3,2,4,3,4,4,5,6,5,99,91,100,87,100,100,100,100,100,100,100,0,0,0
878,4,6,5,5,4,2,2,2,1,4,4,4,5,5,4,4,91,100,100,91,99,92,90,91,70,80,90,0,0,1
879,7,5,7,7,7,4,2,4,2,4,3,2,4,6,7,4,100,100,100,100,100,100,100,100,100,100,100,1,1,0
880,7,7,7,7,7,1,1,1,1,1,7,1,6,7,7,7,100,100,100,100,100,100,100,100,100,100,100,1,0,0
881,7,6,6,7,4,1,2,2,1,2,4,3,6,4,4,3,100,100,100,60,82,100,90,100,95,100,100,1,1,0
882,7,7,7,7,7,1,2,1,1,1,4,4,4,5,5,5,100,99,99,99,99,98,100,99,100,100,99,1,0,1
883,6,6,7,6,7,4,4,4,2,4,6,3,6,6,4,4,100,100,100,100,100,100,100,70,80,100,100,0,1,0
884,6,6,6,6,2,2,2,2,2,4,6,5,5,5,6,5,76,64,69,90,86,77,72,67,79,75,85,0,0,1
885,7,7,7,7,6,2,2,2,2,2,6,6,6,7,7,7,100,100,100,100,100,100,100,100,100,100,100,0,1,0
